idx,sin,cos,anomaly
0,-0.0031215366696342884,0.9968784633303657,0
1,0.009670311272556931,1.007184554035576,0
2,0.002861480214195084,0.9978838173750537,0
3,0.0038990989770199677,0.9964233975298638,0
4,0.017065094760768416,1.0070852370968701,0
5,0.022073762142203773,1.0095836460876704,0
6,0.009377413673589904,0.9943709525269744,0
7,0.018223806926385283,1.000694929496203,0
8,0.0143403088405707,0.9942829594827206,0
9,0.013754566748927374,0.9911627054040171,0
10,0.020341205030354637,0.9952088072609291,0
11,0.020162144418765036,0.9924832014464399,0
12,0.03661528944377485,1.006383808186272,0
13,0.028473768707883908,0.9956837718159713,0
14,0.03184166305291772,0.996487188947252,0
15,0.035124367978469184,0.9971994708863409,0
16,0.04757276277050901,1.00707151276249,0
17,0.0379468539392263,0.9948633369657212,0
18,0.03730471073218399,0.991633028659881,0
19,0.04699176964312968,0.9987260402913559,0
20,0.05114413349528173,1.0002784906722588,0
21,0.0562994527556801,1.0028280462946813,0
22,0.04523040573999269,0.9891474015354017,0
23,0.05719729454314352,0.9984968745864142,0
24,0.054680538917812826,0.9933569013333295,0
25,0.0545738575230793,0.9906212166039176,0
26,0.06057255822148904,0.9939851444650771,0
27,0.05812645975913419,0.9888985199028145,0
28,0.06261659138048997,0.9907423884369801,0
29,0.0804460683196131,1.0059198816123671,0
30,0.06947922396986884,0.9922953491683374,0
31,0.07384072480863818,0.9939934739634289,0
32,0.08613664347352377,1.0036203450514591,0
33,0.08568748297170779,1.000496481890783,0
34,0.08817129851855914,1.000299956182799,0
35,0.09632605975561495,1.005768754089827,0
36,0.09283210919192088,0.9995832346763494,0
37,0.08569530985144201,0.9897492775563178,0
38,0.08822939995945007,0.9895806375794394,0
39,0.08873488226550659,0.9873778341540569,0
40,0.10833028606724254,1.0042594132708258,0
41,0.10967992563900927,1.0028897059312623,0
42,0.09982270640179486,0.9903076343175566,0
43,0.10023750410046771,0.9879920909697133,0
44,0.10942263668606733,0.9944414106677384,0
45,0.11882501737437323,1.0011025234901045,0
46,0.10591126553787444,0.985442065705617,0
47,0.10828720183435948,0.9850658749018988,0
48,0.12698925021443364,1.0010103919928042,0
49,0.11423763538252583,0.985495858679321,0
50,0.1182832419203449,0.9867731765729213,0
51,0.12169386928729031,0.9874101621958686,0
52,0.12264075569729757,0.9855780708579567,0
53,0.12522443606607167,0.9853774546036383,0
54,0.13599471125263887,0.9933581314534721,0
55,0.1291682112433214,0.9837367485879897,0
56,0.1441243723721046,0.9958927595679583,0
57,0.14546740916470977,0.9944303961783478,0
58,0.13864708909212975,0.9847994431817583,0
59,0.14946597614832519,0.9928024818960107,0
60,0.14016944324600117,0.9806849025898171,0
61,0.15300473521783112,0.9906939674838968,0
62,0.14812152343545243,0.9829793653698653,0
63,0.16229099258529966,0.9943122983859596,0
64,0.1517060729380549,0.9808857142863815,0
65,0.15754498261932684,0.9838778487118692,0
66,0.16086141310327245,0.98434241068321,0
67,0.16457474206029227,0.985198795448828,0
68,0.17171451930204437,0.9894765704296902,0
69,0.17292882957116024,0.987823838008913,0
70,0.17421328383619816,0.9862362268266074,0
71,0.16583530022883325,0.9749811727169597,0
72,0.18584659091666828,0.9921104055809337,0
73,0.17700957029729894,0.9803863575802261,0
74,0.1881254320312635,0.9886102401701075,0
75,0.1913187284408189,0.9889066234980878,0
76,0.1920220929200348,0.986708158813901,0
77,0.19718690142821982,0.9889662399628213,0
78,0.18244136670192693,0.9713090975975581,0
79,0.19283975370740886,0.9787910146306013,0
80,0.19201523492542624,0.9750451815189184,0
81,0.2089725350337786,0.9890763409463749,0
82,0.19769948265782125,0.9748723395741401,0
83,0.21219333510004798,0.9864304527701591,0
84,0.20361107726325728,0.974907683532207,0
85,0.21644364966420698,0.9847949905014323,0
86,0.20259305296034366,0.9679943924889748,0
87,0.21295305785675572,0.9753996783828063,0
88,0.21483891811810685,0.9743261201595524,0
89,0.21727833576895358,0.973801438084698,0
90,0.22890304531192823,0.982457384930657,0
91,0.22879935153707015,0.9793802837859917,0
92,0.23185035189187284,0.9794532504253468,0
93,0.23199201190545968,0.9766122687335121,0
94,0.23793714479893166,0.9795701703156573,0
95,0.23921716866426043,0.9778583916761119,0
96,0.24304692190675847,0.9786917896607212,0
97,0.235713968278376,0.9683579464900304,0
98,0.2408026918155885,0.9704412646970574,0
99,0.23492103145970855,0.9615497017474915,0
100,0.24096569774851984,0.9645799867312128,0
101,0.25108170574325067,0.9716771532891513,0
102,0.2436302303869205,0.9612023949715186,0
103,0.25814804903296606,0.9726925077663207,0
104,0.2631240327458552,0.9746363813998549,0
105,0.2637645668750871,0.9722404199105972,0
106,0.2623420041093188,0.9677769947032114,0
107,0.26048720647659807,0.9628769865486692,0
108,0.2604630459312445,0.9598032861710127,0
109,0.2620078806713893,0.9582942705647816,0
110,0.2779951647601838,0.9712234126161032,0
