idx,sin,cos,anomaly
0,0.009645299815440616,1.0096452998154406,0
1,0.01800830150688379,1.0093649013322028,0
2,0.010348013546525453,0.9929877825359456,0
3,0.035521748572935684,1.0093719017286178,0
4,0.03205655985068037,0.9970449632294136,0
5,0.0414051642280472,0.9974603402842742,0
6,0.0430610033952753,0.9901121362754967,0
7,0.059178375808855765,0.9971553165970238,0
8,0.06359849953216049,0.992431771445671,0
9,0.07027389051788871,0.9898946940537879,0
10,0.09333705267250664,1.0036772707035315,0
11,0.09550428206988434,0.996496484889958,0
12,0.09734884094388752,0.9889262912626982,0
13,0.11888227721852564,1.000978935104816,0
14,0.11864229864842685,0.9911928264216302,0
15,0.13606358282114653,0.9990033498910075,0
16,0.13055839343127454,0.9838234810850933,0
17,0.14488026743909263,0.988407473576241,0
18,0.16253711526194614,0.996263959075303,0
19,0.16204243874288432,0.9859071653468441,0
20,0.17808031802192884,0.992021903026641,0
21,0.18099116698674353,0.984949321018243,0
22,0.19337676959974975,0.9872919427656439,0
23,0.20157826647794486,0.9853916527783274,0
24,0.209753381165347,0.98340692284861,0
25,0.21516418068763873,0.9786005725508617,0
26,0.22117387289806867,0.974336566531666,0
27,0.22426739710144789,0.9671006050777594,0
28,0.23948357522517108,0.9719322752306863,0
29,0.247146922645684,0.9691568615565933,0
30,0.24828259390413504,0.959800291804907,0
31,0.26625740018171024,0.9672301543263961,0
32,0.26484211932471624,0.9552180080406893,0
33,0.2742108937071853,0.9539387802410246,0
34,0.2939958638266011,0.9630254001318367,0
35,0.2877654800553401,0.9460471105217767,0
36,0.30813610866356744,0.9556210737879131,0
37,0.321452208187176,0.9580925481847012,0
38,0.3220236011413165,0.9477721594982779,0
39,0.33698420149954705,0.9517946284661127,0
40,0.33338941875626005,0.9372161747796758,0
41,0.3453632418483135,0.9381616009460584,0
42,0.34944707819771753,0.9311731312703965,0
43,0.35432199911516016,0.9249326571988906,0
44,0.3732527029006932,0.9327057003587419,0
45,0.37729617746550026,0.9255500751189372,0
46,0.39306754100304436,0.930081729200179,0
47,0.3835795439219591,0.9093142455463333,0
48,0.40953157229536175,0.9239478457120761,0
49,0.41311109545282665,0.9161708373929818,0
50,0.4147509190636374,0.9064168674466769,0
51,0.4174348120381026,0.8976705487318484,0
52,0.4238574133823623,0.8926273669005379,0
53,0.44247608982235087,0.8997455379593924,0
54,0.4538362916906284,0.89957136409359,0
55,0.7073083854237426,0.002437514273456287,1
56,0.7073083854237426,0.002437514273456287,1
57,0.7073083854237426,0.002437514273456287,1
58,0.7073083854237426,0.002437514273456287,1
59,0.7073083854237426,0.002437514273456287,1
60,0.7073083854237426,0.002437514273456287,1
61,0.7073083854237426,0.002437514273456287,1
62,0.7073083854237426,0.002437514273456287,1
63,0.7073083854237426,0.002437514273456287,1
64,0.7073083854237426,0.002437514273456287,1
65,0.7073083854237426,0.002437514273456287,1
66,0.7073083854237426,0.002437514273456287,1
67,0.7073083854237426,0.002437514273456287,1
68,0.7073083854237426,0.002437514273456287,1
69,0.7073083854237426,0.002437514273456287,1
70,0.7073083854237426,0.002437514273456287,1
71,0.7073083854237426,0.002437514273456287,1
72,0.7073083854237426,0.002437514273456287,1
73,0.7073083854237426,0.002437514273456287,1
74,0.7073083854237426,0.002437514273456287,1
75,0.7073083854237426,0.002437514273456287,1
76,0.7073083854237426,0.002437514273456287,1
77,0.7073083854237426,0.002437514273456287,1
78,0.7073083854237426,0.002437514273456287,1
79,0.7073083854237426,0.002437514273456287,1
80,0.7073083854237426,0.002437514273456287,1
81,0.7073083854237426,0.002437514273456287,1
82,0.7073083854237426,0.002437514273456287,1
83,0.7073083854237426,0.002437514273456287,1
84,0.7073083854237426,0.002437514273456287,1
85,0.7073083854237426,0.002437514273456287,1
86,0.7073083854237426,0.002437514273456287,1
87,0.7073083854237426,0.002437514273456287,1
88,0.7073083854237426,0.002437514273456287,1
89,0.7073083854237426,0.002437514273456287,1
90,0.7073083854237426,0.002437514273456287,1
91,0.7073083854237426,0.002437514273456287,1
92,0.7073083854237426,0.002437514273456287,1
93,0.7073083854237426,0.002437514273456287,1
94,0.7073083854237426,0.002437514273456287,1
95,0.7073083854237426,0.002437514273456287,1
96,0.7073083854237426,0.002437514273456287,1
97,0.7073083854237426,0.002437514273456287,1
98,0.7073083854237426,0.002437514273456287,1
99,0.7073083854237426,0.002437514273456287,1
100,0.7073083854237426,0.002437514273456287,1
101,0.7073083854237426,0.002437514273456287,1
102,0.7073083854237426,0.002437514273456287,1
103,0.7073083854237426,0.002437514273456287,1
104,0.7073083854237426,0.002437514273456287,1
105,0.7073083854237426,0.002437514273456287,1
106,0.7073083854237426,0.002437514273456287,1
107,0.7073083854237426,0.002437514273456287,1
108,0.7073083854237426,0.002437514273456287,1
109,0.7073083854237426,0.002437514273456287,1
110,0.7073083854237426,0.002437514273456287,1
111,0.7073083854237426,0.002437514273456287,1
112,0.7073083854237426,0.002437514273456287,1
113,0.7073083854237426,0.002437514273456287,1
114,0.7073083854237426,0.002437514273456287,1
115,0.7073083854237426,0.002437514273456287,1
116,0.7073083854237426,0.002437514273456287,1
117,0.7073083854237426,0.002437514273456287,1
118,0.7073083854237426,0.002437514273456287,1
119,0.7073083854237426,0.002437514273456287,1
120,0.7073083854237426,0.002437514273456287,1
121,0.7073083854237426,0.002437514273456287,1
122,0.7073083854237426,0.002437514273456287,1
123,0.7073083854237426,0.002437514273456287,1
124,0.7073083854237426,0.002437514273456287,1
125,0.7073083854237426,0.002437514273456287,1
126,0.7073083854237426,0.002437514273456287,1
127,0.7073083854237426,0.002437514273456287,1
128,0.7073083854237426,0.002437514273456287,1
129,0.7073083854237426,0.002437514273456287,1
130,0.7073083854237426,0.002437514273456287,1
131,0.7073083854237426,0.002437514273456287,1
132,0.7073083854237426,0.002437514273456287,1
133,0.7073083854237426,0.002437514273456287,1
134,0.7073083854237426,0.002437514273456287,1
135,0.7073083854237426,0.002437514273456287,1
136,0.7073083854237426,0.002437514273456287,1
137,0.7073083854237426,0.002437514273456287,1
138,0.7073083854237426,0.002437514273456287,1
139,0.7073083854237426,0.002437514273456287,1
140,0.7073083854237426,0.002437514273456287,1
141,0.7073083854237426,0.002437514273456287,1
142,0.7073083854237426,0.002437514273456287,1
143,0.7073083854237426,0.002437514273456287,1
144,0.7073083854237426,0.002437514273456287,1
145,0.7073083854237426,0.002437514273456287,1
146,0.7073083854237426,0.002437514273456287,1
147,0.7073083854237426,0.002437514273456287,1
148,0.7073083854237426,0.002437514273456287,1
149,0.7073083854237426,0.002437514273456287,1
150,0.7073083854237426,0.002437514273456287,1
151,0.7073083854237426,0.002437514273456287,1
152,0.7073083854237426,0.002437514273456287,1
153,0.9757428195988034,0.2591130222074407,0
154,0.9656361289686053,0.23854001677457157,0
155,0.9651628632545095,0.22765429291069522,0
156,0.9760650877673143,0.22819868718660546,0
157,0.9691841790719209,0.2110153433808616,0
158,0.9731922859158838,0.2047771733515091,0
159,0.9842499048303608,0.20564543258050763,0
160,0.9797795962039542,0.19104343619135414,0
161,0.973232985559134,0.174423560169603,0
162,0.9840599742522333,0.17523645200727442,0
163,0.9884601476037351,0.1696824387778723,0
164,0.9923126702153324,0.16364142239850482,0
165,0.9912672071487981,0.1527638007541388,0
166,0.9846790850892372,0.13640562880657206,0
167,0.9925629281062357,0.1345822543016368,0
168,1.0010245485559344,0.13340020861767204,0
