person,sensor,timestamp,date,x,y,z,label
A01,020-000-033-111,0.0,27.05.2009 14:03:25:183,0.7517710890190716,0.512735337496771,0.7027338401547565,0
A01,020-000-032-221,0.0001409089888682047,27.05.2009 14:03:25:210,0.7635146512105935,0.5244385874282749,0.613827576238399,0
A01,010-000-024-033,0.00028173405338094426,27.05.2009 14:03:25:237,0.7160725580208522,0.5382667481987046,0.49506378648150384,0
A01,010-000-030-096,0.0004226430422420435,27.05.2009 14:03:25:263,0.7574566079900145,0.587972279302149,0.5000528266161057,0
A01,020-000-033-111,0.0005635520311102482,27.05.2009 14:03:25:290,0.7643848751964799,0.5092619723215887,0.6922028224957707,0
A01,020-000-032-221,0.0007044190577971676,27.05.2009 14:03:25:317,0.7661042243020877,0.5403227569895344,0.5665428600744673,0
A01,010-000-024-033,0.0008453280466582669,27.05.2009 14:03:25:343,0.69345223843985,0.4926999272934075,0.5054904557045368,0
A01,020-000-033-111,0.0011270621000392111,27.05.2009 14:03:25:397,0.7435441991093743,0.5645277570846288,0.694276531663653,0
A01,010-000-024-033,0.001408880077768515,27.05.2009 14:03:25:453,0.7036824365037362,0.5005774818270272,0.43026294578646307,0
A01,010-000-030-096,0.0015497051422812547,27.05.2009 14:03:25:480,0.7633656248317933,0.577997183867386,0.5035460412664879,0
A01,020-000-033-111,0.001690614131142354,27.05.2009 14:03:25:507,0.7228013450381241,0.6120117051279589,0.7108626785303349,0
A01,020-000-032-221,0.0018315231200105586,27.05.2009 14:03:25:533,0.773897795205492,0.5279004689287746,0.6148025482149018,0
A01,010-000-024-033,0.001972390146697478,27.05.2009 14:03:25:560,0.6567038095144324,0.5882209177920599,0.44477359556174045,0
A01,020-000-032-221,0.0023950331889395216,27.05.2009 14:03:25:640,0.7642185027142716,0.5529541833937768,0.6069660970485734,0
A01,010-000-024-033,0.002535942177800621,27.05.2009 14:03:25:670,0.6693868133160177,0.582011113010604,0.39765387793770635,0
A01,010-000-030-096,0.0026768511666688255,27.05.2009 14:03:25:697,0.7628808512783716,0.566714919908027,0.5032792280639133,0
A01,020-000-033-111,0.0028176762311744596,27.05.2009 14:03:25:723,0.7518668261667285,0.5883321832084216,0.7079433485394053,0
A01,020-000-032-221,0.0029585852200426643,27.05.2009 14:03:25:750,0.7783181327591007,0.5390013339304126,0.616660606299466,0
A01,010-000-024-033,0.003099494208896658,27.05.2009 14:03:25:777,0.7076202521615769,0.5456186398327775,0.49194785543263686,0
A01,020-000-032-221,0.0035221792133270924,27.05.2009 14:03:25:857,0.778147924119408,0.5489822789581774,0.6146489490098881,0
