timestamp,date,x,y,z,010-000-024-033,010-000-030-096,020-000-032-221,020-000-033-111,label
0.0,27.05.2009 11:31:38:200,0.27088159284218205,0.36838134338121037,0.379995727791406,1,0,0,0,0.0
9.517694178828863e-05,27.05.2009 11:31:38:227,0.30172801521000336,0.33790696264409925,0.3798181174039778,0,1,0,0,0.0
0.0002855875289355936,27.05.2009 11:31:38:280,0.22915735881928245,0.38287156890072677,0.6201110243162463,0,0,1,0,0.0
0.00038073611893807424,27.05.2009 11:31:38:307,0.2715330730541322,0.3973859775230101,0.4156384581939337,1,0,0,0,0.0
0.00047594141251039446,27.05.2009 11:31:38:333,0.28179565665508394,0.38220693774906006,0.4630009822773844,0,1,0,0,0.0
0.0005711467060836029,27.05.2009 11:31:38:360,0.21356958965744996,0.33027289936797516,0.740740348337551,0,0,0,1,0.0
0.0006662952960869718,27.05.2009 11:31:38:387,0.23711860086337774,0.4240692022052075,0.5907767055257351,0,0,1,0,0.0
0.0007615005896601801,27.05.2009 11:31:38:413,0.269690541253303,0.3710206360217496,0.4007943456128329,1,0,0,0,0.0
0.0008567058832333885,27.05.2009 11:31:38:443,0.2836322366091064,0.37932436578918327,0.49237580775385287,0,1,0,0,0.0
0.0010470881185957737,27.05.2009 11:31:38:497,0.24335794774864286,0.4219923519506047,0.600453408019049,0,0,1,0,0.0
0.0011422934121672055,27.05.2009 11:31:38:523,0.28106386179886994,0.3911874575819473,0.4276859390566216,1,0,0,0,0.0
0.0012374420021705743,27.05.2009 11:31:38:550,0.2598767221965741,0.33847681489439324,0.4150426153404711,0,1,0,0,0.0
0.001332647295745559,27.05.2009 11:31:38:577,0.2119415360674447,0.3258242357355386,0.7456270337733638,0,0,0,1,0.0
0.0014278525893169911,27.05.2009 11:31:38:603,0.2284842590531207,0.37400051297312087,0.6177074854437152,0,0,1,0,0.0
0.0016182064728944567,27.05.2009 11:31:38:657,0.2885959827457137,0.3852848269971604,0.4674207687231155,0,1,0,0,0.0
0.0018085887082559535,27.05.2009 11:31:38:713,0.21489007627056425,0.33271002059576005,0.6585546881202756,0,0,1,0,0.0
0.0019037940018282737,27.05.2009 11:31:38:740,0.2717566554733131,0.33254639731826563,0.3484272223464046,1,0,0,0,0.0
0.00199899929540237,27.05.2009 11:31:38:767,0.3039195887146821,0.4328044892090628,0.48286545360265687,0,1,0,0,0.0
0.0020941478854057394,27.05.2009 11:31:38:793,0.2074549257290092,0.3244717670842854,0.7471381460032666,0,0,0,1,0.0
0.0022845584725521557,27.05.2009 11:31:38:847,0.28029962584879536,0.4038983725820166,0.4561098842905667,1,0,0,0,0.0
0.002379707062555525,27.05.2009 11:31:38:873,0.29043340960283903,0.3930686200551085,0.4983868638627234,0,1,0,0,0.0
0.0025701176497010536,27.05.2009 11:31:38:930,0.2252958100210021,0.37416501196185753,0.6258398040471831,0,0,1,0,0.0
0.002665294591488454,27.05.2009 11:31:38:957,0.24901434299803865,0.39265706945245227,0.44563590167977535,1,0,0,0,0.0
0.0027604998850607747,27.05.2009 11:31:38:983,0.2926629290715476,0.3866212970776416,0.5128947630672785,0,1,0,0,0.0
0.0028557051786348713,27.05.2009 11:31:39:010,0.20859005818800685,0.32380604129356577,0.7436052161678071,0,0,0,1,0.0
0.0029508537686382397,27.05.2009 11:31:39:037,0.2325048374340677,0.37547612009751524,0.6118274431342723,0,0,1,0,0.0
0.003046059062212336,27.05.2009 11:31:39:063,0.2721006392836311,0.37239947705387516,0.4199485123053894,1,0,0,0,0.0
0.0031412643557846565,27.05.2009 11:31:39:090,0.28619178951202023,0.3835509187375036,0.5011930498980901,0,1,0,0,0.0
0.003331618239362122,27.05.2009 11:31:39:143,0.2311203390614213,0.35866330627633985,0.6010367109352345,0,0,1,0,0.0
0.003426823532933554,27.05.2009 11:31:39:173,0.2752832776194599,0.3701329679529217,0.4226984694346034,1,0,0,0,0.0
0.003617205768295051,27.05.2009 11:31:39:227,0.21405338305501453,0.3266630492214091,0.7497503297824271,0,0,0,1,0.0
0.0037124110618682593,27.05.2009 11:31:39:253,0.22880798776422626,0.36482763979775323,0.6069834691629601,0,0,1,0,0.0
0.0038075596518725155,27.05.2009 11:31:39:280,0.2761267931100057,0.39844360093523756,0.42170226136824646,1,0,0,0,0.0
0.0039027649454448365,27.05.2009 11:31:39:307,0.2832582112637196,0.37202362852494136,0.4661289717977674,0,1,0,0,0.0
0.004093118829022302,27.05.2009 11:31:39:360,0.2358519631725597,0.35493422467602126,0.6529164163326092,0,0,1,0,0.0
0.004188324122593734,27.05.2009 11:31:39:387,0.26326151159806155,0.3787897103945876,0.39391100874521556,1,0,0,0,0.0
0.004283529416167831,27.05.2009 11:31:39:417,0.2911068857703799,0.39194195017954947,0.5590299723221214,0,1,0,0,0.0
0.004378706357956119,27.05.2009 11:31:39:443,0.21230883323818028,0.3355302149702272,0.7307577882105101,0,0,0,1,0.0
