person,sensor,timestamp,date,x,y,z,label
A05,010-000-030-096,0.7109844232909381,27.05.2009 14:29:50:840,0.7653340254741069,0.5222266302245842,0.5109103165286732,walking
A05,010-000-024-033,0.7109859869815409,27.05.2009 14:29:50:867,0.7460857295717622,0.5128879495654046,0.5723193896237707,walking
A05,020-000-032-221,0.7109875506721437,27.05.2009 14:29:50:893,0.7655089826957333,0.5030903722940365,0.6579048948666089,walking
A05,020-000-033-111,0.7109891134314239,27.05.2009 14:29:50:920,0.7404953921629096,0.5831165893983916,0.7616942132594487,walking
A05,010-000-024-033,0.7109922408126295,27.05.2009 14:29:50:977,0.7530548720644569,0.49460831463649035,0.5917277233487033,walking
A05,020-000-032-221,0.7109938035719097,27.05.2009 14:29:51:003,0.7639951090570465,0.509853959824717,0.6887654161804471,walking
A05,020-000-033-111,0.7109953672625124,27.05.2009 14:29:51:030,0.7366808508067003,0.5997382047735043,0.7722985268385119,walking
A05,010-000-030-096,0.7109969309531152,27.05.2009 14:29:51:057,0.7783873349691569,0.49332278042597383,0.6118388696201502,walking
A05,010-000-024-033,0.7109984941780567,27.05.2009 14:29:51:083,0.756562626130013,0.49483076634847994,0.5998494638640355,walking
A05,020-000-032-221,0.7110000578686595,27.05.2009 14:29:51:110,0.7659173478586265,0.5107599721173064,0.6990237489678564,walking
A05,020-000-033-111,0.7110016215592623,27.05.2009 14:29:51:137,0.7404228816755719,0.5923989508067404,0.7755537695030872,walking
A05,010-000-024-033,0.7110047480091453,27.05.2009 14:29:51:193,0.7491113441877437,0.5509855905544221,0.5909527562372494,walking
A05,020-000-032-221,0.711006311699748,27.05.2009 14:29:51:220,0.7647592337351566,0.5121097683788183,0.7037506947510042,walking
A05,020-000-033-111,0.7110078744590282,27.05.2009 14:29:51:247,0.7477717958710115,0.5864897207138879,0.7630269314540892,walking
A05,010-000-030-096,0.711009438149631,27.05.2009 14:29:51:273,0.7762399819095022,0.5318221192045187,0.5414156438596974,walking
A05,010-000-024-033,0.7110110018402338,27.05.2009 14:29:51:300,0.7376512907276492,0.5423049628927634,0.6064765030059772,walking
A05,020-000-032-221,0.7110125650651753,27.05.2009 14:29:51:327,0.7672911767325535,0.4925101893232387,0.689757917615089,walking
A05,020-000-033-111,0.7110141287557781,27.05.2009 14:29:51:353,0.7496951404970172,0.5773391884653163,0.7631767036822439,walking
A05,010-000-024-033,0.7110172552056611,27.05.2009 14:29:51:407,0.7410532805856398,0.5383479024967173,0.6055838998790016,walking
A05,020-000-032-221,0.7110188188962638,27.05.2009 14:29:51:437,0.7744372511333489,0.49149300448203814,0.6931276307075198,walking
A05,020-000-033-111,0.7110203825868666,27.05.2009 14:29:51:463,0.7465004137313734,0.5864300164441949,0.7614111738415743,walking
A05,010-000-030-096,0.7110219453461468,27.05.2009 14:29:51:490,0.77037334636916,0.5728658993659612,0.47068583787839186,walking
A05,010-000-024-033,0.7110235090367496,27.05.2009 14:29:51:517,0.7370256310651199,0.5370085544824017,0.6122230689510133,walking
A05,020-000-032-221,0.7110250727273524,27.05.2009 14:29:51:543,0.7700763535234196,0.4744094539738685,0.6668545609810242,walking
A05,010-000-024-033,0.7110297633334994,27.05.2009 14:29:51:623,0.7386064070815572,0.5371538970639351,0.60932621479282,walking
A05,020-000-032-221,0.7110313260927796,27.05.2009 14:29:51:650,0.7652714674065999,0.48328009580456294,0.6607722344048799,walking
A05,010-000-030-096,0.7110344534739852,27.05.2009 14:29:51:707,0.7786241393711596,0.520160969107978,0.507137834490345,walking
A05,010-000-024-033,0.7110360162332654,27.05.2009 14:29:51:733,0.7498264176538314,0.5598817666218869,0.561174906415506,walking
A05,020-000-032-221,0.7110375799238682,27.05.2009 14:29:51:760,0.7544393642453451,0.48326237109949793,0.6567879574795024,walking
A05,010-000-024-033,0.7110422705300152,27.05.2009 14:29:51:840,0.7547986781962158,0.49992868471580487,0.6127083471743398,walking
A05,020-000-032-221,0.711043834220618,27.05.2009 14:29:51:867,0.7597080647212573,0.4899056971726543,0.6502349363745814,walking
A05,010-000-030-096,0.711046960670501,27.05.2009 14:29:51:920,0.7759941729371765,0.5188306833488836,0.5248548575161468,walking
A05,010-000-024-033,0.7110485243611038,27.05.2009 14:29:51:950,0.7550490684411618,0.57725011182723,0.5803775116652194,walking
A05,020-000-032-221,0.711050087120384,27.05.2009 14:29:51:977,0.6292635147122682,0.5043702026145018,0.661805408143211,walking
A05,010-000-024-033,0.711054777726531,27.05.2009 14:29:52:057,0.744407877968246,0.5550329536583787,0.6213854370930021,walking
A05,020-000-032-221,0.7110563414171338,27.05.2009 14:29:52:083,0.739586641447419,0.49608285017575343,0.6588353577276104,walking
A05,010-000-024-033,0.7110610315576196,27.05.2009 14:29:52:163,0.7193967360466503,0.518074917917124,0.5774047354876614,walking
A05,020-000-032-221,0.7110625952482224,27.05.2009 14:29:52:193,0.6347248656006169,0.4826555464976685,0.661466580306503,walking
A05,010-000-024-033,0.7110672853887081,27.05.2009 14:29:52:273,0.7186888504393296,0.575119788854251,0.593150374326401,walking
A05,020-000-032-221,0.7110719759948552,27.05.2009 14:29:52:353,0.6263414921487304,0.543987503843046,0.6777817760763981,walking
A05,010-000-024-033,0.7110735387541354,27.05.2009 14:29:52:380,0.6669674278724289,0.5669240984616961,0.551989024959646,walking
A05,010-000-030-096,0.7110766652040184,27.05.2009 14:29:52:437,0.7483751020826513,0.5402684342613244,0.50366929299522,walking
