person,sensor,timestamp,date,x,y,z,label
A02,010-000-024-033,0.0,27.05.2009 14:10:24:167,0.7591523966778378,0.5702989780209999,0.40677886644513295,0
A02,010-000-030-096,0.00014491086255929986,27.05.2009 14:10:24:193,0.6476338362838395,0.507129448723634,0.34206187494375595,0
A02,020-000-033-111,0.0002897354172759492,27.05.2009 14:10:24:223,0.7484990193299782,0.5873071604370748,0.6207811308186251,0
A02,020-000-032-221,0.00043464627983524906,27.05.2009 14:10:24:250,0.9563936687864407,0.8167210912533023,0.843174253817706,0
A02,010-000-024-033,0.0005795571423945489,27.05.2009 14:10:24:277,0.7682995012496728,0.5570335120810539,0.37671365487946096,0
A02,010-000-024-033,0.0011590711308784307,27.05.2009 14:10:24:383,0.7638082054627096,0.5702053340341224,0.4080144758518298,0
A02,010-000-030-096,0.0013039819934235197,27.05.2009 14:10:24:410,0.7352997829967296,0.6514561047866454,0.401528526822316,0
A02,020-000-033-111,0.0014488928559828196,27.05.2009 14:10:24:437,0.7501675554353339,0.5799770926770236,0.6081195671556596,0
A02,020-000-032-221,0.001593717410699469,27.05.2009 14:10:24:467,0.9559878668672461,0.8169583877571425,0.8416513223456372,0
A02,010-000-024-033,0.0017386282732587688,27.05.2009 14:10:24:493,0.7682971079852284,0.5739216395758779,0.38214984480789693,0
A02,020-000-033-111,0.002028363690534718,27.05.2009 14:10:24:547,0.7528827139475203,0.5419180463108415,0.6043788845760603,0
A02,020-000-032-221,0.002173274553094018,27.05.2009 14:10:24:573,0.9557921935662708,0.8171545750674793,0.8428520147743812,0
A02,010-000-024-033,0.0023181854156533177,27.05.2009 14:10:24:600,0.7690630962033072,0.5618714785226462,0.4015910801815352,0
A02,010-000-030-096,0.0024630531242877396,27.05.2009 14:10:24:627,0.737089274687106,0.6411318982947358,0.42512136264876255,0
A02,020-000-033-111,0.0026079639868470395,27.05.2009 14:10:24:653,0.7515777625765597,0.5318244474665668,0.6402429212178007,0
A02,020-000-032-221,0.0027528316954885668,27.05.2009 14:10:24:680,0.7372338278595486,0.5518467203529673,0.5652695115840355,0
A02,010-000-024-033,0.0028976994041229887,27.05.2009 14:10:24:707,0.7598799969342283,0.5635695293576519,0.39827831737025854,0
A02,020-000-033-111,0.0031875211292415884,27.05.2009 14:10:24:763,0.7531548281148501,0.5258713367361192,0.6181714727459953,0
A02,020-000-032-221,0.0033323456839582377,27.05.2009 14:10:24:790,0.7447175657772277,0.5785250080221418,0.5466846802630912,0
